user_id,product_id,category,price,viewed_pdp,added_to_cart,purchased
193,1015,Jeans,1699,1,1,0
195,1016,Jeans,1899,1,0,0
197,1002,Shirts,719,1,0,0
199,1010,Shirts,1499,1,0,0
206,1036,Hoodies,1999,1,0,0
207,1005,Shirts,979,1,0,0
208,1001,Shirts,999,1,0,0
210,1019,Cargo,1999,1,0,0
213,1023,Cargo,2099,1,1,1
217,1009,Shirts,999,1,0,0
221,1038,Hoodies,2199,1,0,0
223,1007,Shirts,999,1,0,0
224,1028,Trousers,1399,1,0,0
225,1002,Shirts,719,1,1,0
226,1039,Footwear,2499,1,0,0
236,1018,Jeans,1799,1,0,0
239,1014,Jeans,1689,1,0,0
241,1023,Cargo,2099,1,0,0
242,1034,Tshirts,1129,1,0,0
243,1020,Cargo,1899,1,0,0
244,1023,Cargo,2099,1,0,0
245,1036,Hoodies,1999,1,0,0
247,1034,Tshirts,1129,1,0,0
248,1015,Jeans,1699,1,0,0
256,1010,Shirts,1499,1,0,0
258,1029,Tshirts,799,1,0,0
259,1019,Cargo,1999,1,0,0
261,1008,Shirts,1409,1,1,0
262,1016,Jeans,1899,1,0,0
263,1021,Cargo,2199,1,0,0
265,1009,Shirts,999,1,0,0
267,1023,Cargo,2099,1,0,0
268,1010,Shirts,1499,1,0,0
273,1016,Jeans,1899,1,0,0
274,1029,Tshirts,799,1,0,0
278,1002,Shirts,719,1,0,0
279,1026,Trousers,1499,1,0,0
281,1025,Trousers,1599,1,1,1
284,1008,Shirts,1409,1,0,0
285,1007,Shirts,999,1,0,0
287,1014,Jeans,1689,1,0,0
290,1028,Trousers,1399,1,0,0
292,1020,Cargo,1899,1,0,0
294,1038,Hoodies,2199,1,0,0
304,1027,Trousers,1699,1,0,0
308,1033,Tshirts,1099,1,0,0
309,1024,Cargo,1799,1,1,0
310,1027,Trousers,1699,1,0,0
315,1024,Cargo,1799,1,0,0
319,1017,Jeans,1599,1,0,0
321,1019,Cargo,1999,1,0,0
330,1025,Trousers,1599,1,0,0
333,1001,Shirts,999,1,0,0
336,1015,Jeans,1699,1,0,0
340,1019,Cargo,1999,1,0,0
341,1036,Hoodies,1999,1,0,0
343,1016,Jeans,1899,1,1,0
345,1020,Cargo,1899,1,0,0
347,1024,Cargo,1799,1,0,0
351,1039,Footwear,2499,1,0,0
352,1027,Trousers,1699,1,0,0
353,1014,Jeans,1689,1,0,0
355,1038,Hoodies,2199,1,1,0
357,1035,Hoodies,2299,1,0,0
361,1021,Cargo,2199,1,0,0
364,1029,Tshirts,799,1,0,0
365,1010,Shirts,1499,1,0,0
367,1004,Shirts,1129,1,0,0
370,1027,Trousers,1699,1,0,0
372,1002,Shirts,719,1,0,0
377,1015,Jeans,1699,1,0,0
379,1029,Tshirts,799,1,0,0
382,1031,Tshirts,699,1,0,0
386,1004,Shirts,1129,1,0,0
388,1003,Shirts,1219,1,0,0
389,1032,Tshirts,999,1,0,0
390,1010,Shirts,1499,1,0,0
393,1007,Shirts,999,1,0,0
394,1029,Tshirts,799,1,0,0
398,1016,Jeans,1899,1,0,0
400,1027,Trousers,1699,1,0,0
402,1015,Jeans,1699,1,0,0
403,1040,Footwear,2199,1,1,1
405,1005,Shirts,979,1,0,0
407,1011,Jeans,1299,1,1,0
408,1011,Jeans,1299,1,0,0
409,1035,Hoodies,2299,1,0,0
410,1039,Footwear,2499,1,0,0
412,1034,Tshirts,1129,1,0,0
414,1040,Footwear,2199,1,0,0
415,1001,Shirts,999,1,0,0
416,1022,Cargo,2299,1,0,0
418,1029,Tshirts,799,1,0,0
420,1029,Tshirts,799,1,0,0
421,1035,Hoodies,2299,1,0,0
423,1020,Cargo,1899,1,0,0
424,1012,Jeans,1689,1,0,0
430,1024,Cargo,1799,1,0,0
433,1036,Hoodies,1999,1,0,0
434,1035,Hoodies,2299,1,1,1
436,1011,Jeans,1299,1,0,0
437,1028,Trousers,1399,1,0,0
438,1031,Tshirts,699,1,0,0
440,1018,Jeans,1799,1,0,0
444,1033,Tshirts,1099,1,0,0
445,1032,Tshirts,999,1,0,0
448,1001,Shirts,999,1,0,0
450,1008,Shirts,1409,1,0,0
451,1023,Cargo,2099,1,0,0
452,1009,Shirts,999,1,1,1
456,1019,Cargo,1999,1,0,0
457,1036,Hoodies,1999,1,0,0
458,1038,Hoodies,2199,1,0,0
459,1015,Jeans,1699,1,0,0
460,1039,Footwear,2499,1,0,0
463,1025,Trousers,1599,1,0,0
464,1025,Trousers,1599,1,0,0
466,1011,Jeans,1299,1,0,0
469,1020,Cargo,1899,1,0,0
470,1011,Jeans,1299,1,0,0
474,1023,Cargo,2099,1,0,0
477,1022,Cargo,2299,1,0,0
478,1002,Shirts,719,1,0,0
482,1036,Hoodies,1999,1,0,0
483,1007,Shirts,999,1,0,0
484,1017,Jeans,1599,1,0,0
489,1004,Shirts,1129,1,1,1
492,1001,Shirts,999,1,0,0
497,1005,Shirts,979,1,0,0
498,1037,Hoodies,2499,1,0,0
505,1029,Tshirts,799,1,0,0
506,1007,Shirts,999,1,0,0
508,1029,Tshirts,799,1,0,0
510,1019,Cargo,1999,1,0,0
514,1009,Shirts,999,1,0,0
517,1017,Jeans,1599,1,0,0
518,1040,Footwear,2199,1,0,0
519,1023,Cargo,2099,1,0,0
522,1028,Trousers,1399,1,0,0
524,1005,Shirts,979,1,0,0
529,1029,Tshirts,799,1,0,0
534,1019,Cargo,1999,1,0,0
536,1039,Footwear,2499,1,0,0
537,1013,Jeans,1399,1,0,0
539,1013,Jeans,1399,1,1,1
540,1013,Jeans,1399,1,0,0
542,1003,Shirts,1219,1,0,0
543,1036,Hoodies,1999,1,0,0
544,1024,Cargo,1799,1,1,0
547,1007,Shirts,999,1,0,0
551,1032,Tshirts,999,1,0,0
553,1021,Cargo,2199,1,0,0
554,1001,Shirts,999,1,0,0
556,1034,Tshirts,1129,1,0,0
557,1007,Shirts,999,1,1,1
558,1009,Shirts,999,1,1,1
560,1025,Trousers,1599,1,0,0
562,1032,Tshirts,999,1,0,0
567,1006,Shirts,999,1,0,0
568,1023,Cargo,2099,1,0,0
569,1031,Tshirts,699,1,0,0
570,1032,Tshirts,999,1,1,0
571,1029,Tshirts,799,1,1,1
573,1019,Cargo,1999,1,0,0
576,1029,Tshirts,799,1,0,0
579,1025,Trousers,1599,1,0,0
582,1034,Tshirts,1129,1,0,0
586,1032,Tshirts,999,1,0,0
588,1040,Footwear,2199,1,0,0
589,1020,Cargo,1899,1,0,0
591,1027,Trousers,1699,1,0,0
597,1006,Shirts,999,1,0,0
598,1014,Jeans,1689,1,0,0
601,1011,Jeans,1299,1,0,0
603,1021,Cargo,2199,1,0,0
605,1017,Jeans,1599,1,0,0
608,1010,Shirts,1499,1,0,0
610,1007,Shirts,999,1,0,0
618,1011,Jeans,1299,1,0,0
620,1006,Shirts,999,1,0,0
621,1004,Shirts,1129,1,1,0
623,1001,Shirts,999,1,0,0
627,1034,Tshirts,1129,1,0,0
628,1024,Cargo,1799,1,0,0
631,1024,Cargo,1799,1,1,1
632,1019,Cargo,1999,1,0,0
634,1034,Tshirts,1129,1,0,0
638,1023,Cargo,2099,1,1,1
642,1020,Cargo,1899,1,0,0
644,1028,Trousers,1399,1,0,0
645,1008,Shirts,1409,1,0,0
649,1013,Jeans,1399,1,0,0
651,1027,Trousers,1699,1,0,0
653,1036,Hoodies,1999,1,0,0
655,1028,Trousers,1399,1,1,0
656,1013,Jeans,1399,1,1,0
658,1002,Shirts,719,1,0,0
662,1011,Jeans,1299,1,0,0
664,1040,Footwear,2199,1,0,0
668,1034,Tshirts,1129,1,0,0
670,1013,Jeans,1399,1,0,0
672,1014,Jeans,1689,1,0,0
673,1032,Tshirts,999,1,0,0
675,1015,Jeans,1699,1,0,0
676,1001,Shirts,999,1,1,0
680,1006,Shirts,999,1,0,0
682,1037,Hoodies,2499,1,0,0
683,1015,Jeans,1699,1,0,0
684,1002,Shirts,719,1,0,0
685,1021,Cargo,2199,1,1,0
689,1019,Cargo,1999,1,0,0
691,1040,Footwear,2199,1,0,0
693,1003,Shirts,1219,1,0,0
694,1036,Hoodies,1999,1,0,0
696,1014,Jeans,1689,1,0,0
697,1003,Shirts,1219,1,0,0
704,1003,Shirts,1219,1,0,0
708,1032,Tshirts,999,1,0,0
709,1038,Hoodies,2199,1,0,0
710,1010,Shirts,1499,1,1,1
711,1039,Footwear,2499,1,0,0
714,1037,Hoodies,2499,1,0,0
716,1032,Tshirts,999,1,0,0
718,1026,Trousers,1499,1,1,0
719,1027,Trousers,1699,1,0,0
720,1040,Footwear,2199,1,0,0
721,1035,Hoodies,2299,1,0,0
724,1014,Jeans,1689,1,0,0
726,1012,Jeans,1689,1,1,0
727,1034,Tshirts,1129,1,0,0
728,1005,Shirts,979,1,0,0
731,1001,Shirts,999,1,0,0
736,1015,Jeans,1699,1,0,0
737,1016,Jeans,1899,1,0,0
738,1005,Shirts,979,1,0,0
739,1037,Hoodies,2499,1,0,0
740,1034,Tshirts,1129,1,0,0
741,1015,Jeans,1699,1,0,0
744,1019,Cargo,1999,1,0,0
747,1002,Shirts,719,1,0,0
748,1023,Cargo,2099,1,0,0
749,1027,Trousers,1699,1,0,0
751,1039,Footwear,2499,1,1,0
753,1017,Jeans,1599,1,0,0
756,1010,Shirts,1499,1,0,0
759,1032,Tshirts,999,1,0,0
760,1010,Shirts,1499,1,0,0
763,1006,Shirts,999,1,0,0
766,1025,Trousers,1599,1,0,0
769,1011,Jeans,1299,1,0,0
771,1036,Hoodies,1999,1,1,1
773,1034,Tshirts,1129,1,0,0
779,1040,Footwear,2199,1,0,0
782,1022,Cargo,2299,1,0,0
785,1030,Tshirts,899,1,0,0
787,1023,Cargo,2099,1,0,0
788,1023,Cargo,2099,1,0,0
792,1006,Shirts,999,1,0,0
797,1019,Cargo,1999,1,0,0
798,1013,Jeans,1399,1,0,0
800,1006,Shirts,999,1,0,0
801,1011,Jeans,1299,1,0,0
803,1002,Shirts,719,1,1,1
806,1033,Tshirts,1099,1,0,0
809,1004,Shirts,1129,1,0,0
810,1030,Tshirts,899,1,0,0
811,1015,Jeans,1699,1,0,0
812,1007,Shirts,999,1,1,0
813,1037,Hoodies,2499,1,0,0
814,1020,Cargo,1899,1,0,0
816,1026,Trousers,1499,1,0,0
817,1039,Footwear,2499,1,0,0
818,1020,Cargo,1899,1,0,0
820,1016,Jeans,1899,1,0,0
821,1028,Trousers,1399,1,0,0
822,1031,Tshirts,699,1,0,0
824,1030,Tshirts,899,1,0,0
826,1031,Tshirts,699,1,0,0
828,1039,Footwear,2499,1,1,0
829,1008,Shirts,1409,1,0,0
830,1030,Tshirts,899,1,0,0
831,1036,Hoodies,1999,1,0,0
833,1033,Tshirts,1099,1,0,0
834,1023,Cargo,2099,1,0,0
839,1012,Jeans,1689,1,0,0
840,1005,Shirts,979,1,0,0
841,1012,Jeans,1689,1,1,0
843,1011,Jeans,1299,1,0,0
844,1025,Trousers,1599,1,0,0
845,1030,Tshirts,899,1,0,0
846,1015,Jeans,1699,1,0,0
847,1009,Shirts,999,1,1,1
848,1003,Shirts,1219,1,0,0
849,1018,Jeans,1799,1,0,0
856,1035,Hoodies,2299,1,0,0
857,1019,Cargo,1999,1,1,1
858,1015,Jeans,1699,1,0,0
860,1033,Tshirts,1099,1,0,0
862,1023,Cargo,2099,1,0,0
863,1039,Footwear,2499,1,0,0
864,1037,Hoodies,2499,1,1,1
865,1012,Jeans,1689,1,0,0
870,1016,Jeans,1899,1,0,0
871,1021,Cargo,2199,1,0,0
873,1036,Hoodies,1999,1,0,0
874,1014,Jeans,1689,1,0,0
877,1021,Cargo,2199,1,0,0
881,1023,Cargo,2099,1,0,0
882,1040,Footwear,2199,1,0,0
883,1035,Hoodies,2299,1,0,0
886,1005,Shirts,979,1,0,0
887,1004,Shirts,1129,1,1,1
895,1028,Trousers,1399,1,0,0
897,1014,Jeans,1689,1,0,0
898,1005,Shirts,979,1,0,0
901,1028,Trousers,1399,1,0,0
903,1027,Trousers,1699,1,0,0
904,1024,Cargo,1799,1,0,0
905,1018,Jeans,1799,1,0,0
906,1036,Hoodies,1999,1,0,0
908,1009,Shirts,999,1,1,0
916,1001,Shirts,999,1,0,0
932,1031,Tshirts,699,1,0,0
934,1006,Shirts,999,1,0,0
936,1001,Shirts,999,1,0,0
937,1011,Jeans,1299,1,0,0
941,1033,Tshirts,1099,1,1,1
942,1014,Jeans,1689,1,0,0
944,1017,Jeans,1599,1,0,0
945,1033,Tshirts,1099,1,0,0
967,1010,Shirts,1499,1,0,0
970,1040,Footwear,2199,1,0,0
971,1019,Cargo,1999,1,0,0
973,1034,Tshirts,1129,1,0,0
975,1029,Tshirts,799,1,0,0
976,1003,Shirts,1219,1,0,0
980,1007,Shirts,999,1,0,0
981,1021,Cargo,2199,1,0,0
982,1009,Shirts,999,1,0,0
983,1008,Shirts,1409,1,0,0
988,1034,Tshirts,1129,1,0,0
992,1038,Hoodies,2199,1,0,0
994,1005,Shirts,979,1,1,1
996,1007,Shirts,999,1,0,0
1000,1035,Hoodies,2299,1,0,0
1002,1013,Jeans,1399,1,0,0
1005,1005,Shirts,979,1,0,0
1006,1031,Tshirts,699,1,0,0
1010,1022,Cargo,2299,1,0,0
1016,1019,Cargo,1999,1,0,0
1017,1001,Shirts,999,1,0,0
1029,1015,Jeans,1699,1,0,0
1032,1020,Cargo,1899,1,0,0
1033,1013,Jeans,1399,1,0,0
1034,1030,Tshirts,899,1,0,0
1035,1024,Cargo,1799,1,0,0
1036,1019,Cargo,1999,1,0,0
1038,1040,Footwear,2199,1,0,0
1039,1010,Shirts,1499,1,0,0
1040,1011,Jeans,1299,1,0,0
1041,1034,Tshirts,1129,1,1,0
1047,1022,Cargo,2299,1,0,0
1048,1001,Shirts,999,1,0,0
1052,1002,Shirts,719,1,0,0
1055,1036,Hoodies,1999,1,0,0
1057,1005,Shirts,979,1,0,0
1058,1034,Tshirts,1129,1,0,0
1059,1005,Shirts,979,1,0,0
1063,1014,Jeans,1689,1,0,0
1067,1031,Tshirts,699,1,0,0
1069,1038,Hoodies,2199,1,0,0
1070,1021,Cargo,2199,1,1,1
1072,1018,Jeans,1799,1,0,0
1073,1035,Hoodies,2299,1,0,0
1074,1039,Footwear,2499,1,0,0
1078,1029,Tshirts,799,1,0,0
1079,1027,Trousers,1699,1,0,0
1080,1024,Cargo,1799,1,0,0
1081,1030,Tshirts,899,1,0,0
1083,1036,Hoodies,1999,1,0,0
1086,1002,Shirts,719,1,0,0
1087,1040,Footwear,2199,1,0,0
1088,1014,Jeans,1689,1,0,0
1089,1025,Trousers,1599,1,0,0
1090,1007,Shirts,999,1,0,0
1095,1036,Hoodies,1999,1,0,0
1101,1007,Shirts,999,1,0,0
1102,1039,Footwear,2499,1,0,0
1110,1006,Shirts,999,1,0,0
1113,1006,Shirts,999,1,1,0
1114,1026,Trousers,1499,1,0,0
1116,1024,Cargo,1799,1,0,0
1118,1013,Jeans,1399,1,0,0
1119,1038,Hoodies,2199,1,0,0
1120,1038,Hoodies,2199,1,0,0
1124,1029,Tshirts,799,1,0,0
1125,1030,Tshirts,899,1,0,0
1129,1001,Shirts,999,1,0,0
1133,1006,Shirts,999,1,0,0
1134,1009,Shirts,999,1,0,0
1136,1016,Jeans,1899,1,0,0
1137,1009,Shirts,999,1,0,0
1139,1006,Shirts,999,1,0,0
1140,1013,Jeans,1399,1,0,0
1143,1016,Jeans,1899,1,0,0
1144,1025,Trousers,1599,1,0,0
1145,1037,Hoodies,2499,1,0,0
1146,1026,Trousers,1499,1,0,0
1148,1018,Jeans,1799,1,0,0
1150,1037,Hoodies,2499,1,0,0
1151,1030,Tshirts,899,1,0,0
1152,1031,Tshirts,699,1,0,0
1154,1025,Trousers,1599,1,0,0
1155,1035,Hoodies,2299,1,0,0
1156,1034,Tshirts,1129,1,0,0
1157,1003,Shirts,1219,1,0,0
1158,1010,Shirts,1499,1,0,0
1159,1011,Jeans,1299,1,0,0
1160,1030,Tshirts,899,1,0,0
1161,1003,Shirts,1219,1,0,0
1164,1025,Trousers,1599,1,0,0
1165,1017,Jeans,1599,1,0,0
1167,1031,Tshirts,699,1,1,0
1169,1027,Trousers,1699,1,0,0
1170,1017,Jeans,1599,1,0,0
1171,1035,Hoodies,2299,1,0,0
1172,1005,Shirts,979,1,0,0
1173,1013,Jeans,1399,1,0,0
1176,1029,Tshirts,799,1,0,0
1178,1003,Shirts,1219,1,0,0
1182,1018,Jeans,1799,1,0,0
1183,1037,Hoodies,2499,1,0,0
1184,1003,Shirts,1219,1,0,0
1186,1008,Shirts,1409,1,1,0
1187,1014,Jeans,1689,1,0,0
1194,1007,Shirts,999,1,0,0
1196,1019,Cargo,1999,1,1,0
1200,1027,Trousers,1699,1,0,0
1201,1018,Jeans,1799,1,1,0
1204,1032,Tshirts,999,1,0,0
1207,1011,Jeans,1299,1,0,0
1210,1030,Tshirts,899,1,0,0
1211,1019,Cargo,1999,1,0,0
1215,1035,Hoodies,2299,1,0,0
1216,1028,Trousers,1399,1,0,0
1217,1040,Footwear,2199,1,1,1
1219,1013,Jeans,1399,1,0,0
1221,1036,Hoodies,1999,1,0,0
1222,1020,Cargo,1899,1,0,0
1230,1013,Jeans,1399,1,0,0
1231,1003,Shirts,1219,1,1,0
1233,1021,Cargo,2199,1,0,0
1234,1027,Trousers,1699,1,0,0
1237,1004,Shirts,1129,1,0,0
1238,1011,Jeans,1299,1,1,1
1242,1013,Jeans,1399,1,0,0
1244,1037,Hoodies,2499,1,0,0
1246,1020,Cargo,1899,1,0,0
1253,1005,Shirts,979,1,1,1
1255,1030,Tshirts,899,1,0,0
1258,1006,Shirts,999,1,0,0
1260,1018,Jeans,1799,1,0,0
1266,1028,Trousers,1399,1,0,0
1267,1037,Hoodies,2499,1,0,0
1268,1032,Tshirts,999,1,1,1
1269,1031,Tshirts,699,1,0,0
1270,1024,Cargo,1799,1,0,0
1271,1008,Shirts,1409,1,0,0
1274,1039,Footwear,2499,1,0,0
1275,1023,Cargo,2099,1,0,0
1277,1002,Shirts,719,1,0,0
1281,1016,Jeans,1899,1,0,0
1282,1037,Hoodies,2499,1,0,0
1284,1001,Shirts,999,1,0,0
1286,1020,Cargo,1899,1,0,0
1287,1001,Shirts,999,1,0,0
1289,1032,Tshirts,999,1,0,0
1290,1031,Tshirts,699,1,0,0
1291,1030,Tshirts,899,1,0,0
1292,1036,Hoodies,1999,1,0,0
1293,1035,Hoodies,2299,1,0,0
1296,1001,Shirts,999,1,0,0
1300,1022,Cargo,2299,1,0,0
1301,1019,Cargo,1999,1,0,0
1302,1015,Jeans,1699,1,0,0
1307,1019,Cargo,1999,1,0,0
1308,1013,Jeans,1399,1,0,0
1311,1018,Jeans,1799,1,0,0
1313,1027,Trousers,1699,1,0,0
1317,1006,Shirts,999,1,0,0
1319,1010,Shirts,1499,1,0,0
1323,1002,Shirts,719,1,1,0
1325,1014,Jeans,1689,1,0,0
1329,1005,Shirts,979,1,0,0
1332,1028,Trousers,1399,1,0,0
1333,1033,Tshirts,1099,1,0,0
1334,1035,Hoodies,2299,1,1,0
1335,1012,Jeans,1689,1,0,0
1336,1012,Jeans,1689,1,0,0
1337,1017,Jeans,1599,1,0,0
1338,1040,Footwear,2199,1,0,0
1339,1016,Jeans,1899,1,1,0
1341,1016,Jeans,1899,1,0,0
1343,1004,Shirts,1129,1,1,1
1344,1023,Cargo,2099,1,0,0
1346,1012,Jeans,1689,1,0,0
1349,1040,Footwear,2199,1,1,0
1350,1022,Cargo,2299,1,0,0
1351,1037,Hoodies,2499,1,0,0
1353,1004,Shirts,1129,1,0,0
1357,1032,Tshirts,999,1,0,0
1360,1018,Jeans,1799,1,0,0
1361,1016,Jeans,1899,1,0,0
1362,1017,Jeans,1599,1,0,0
1363,1014,Jeans,1689,1,0,0
1364,1025,Trousers,1599,1,0,0
1366,1034,Tshirts,1129,1,0,0
1368,1016,Jeans,1899,1,0,0
1369,1008,Shirts,1409,1,0,0
1370,1013,Jeans,1399,1,0,0
1373,1010,Shirts,1499,1,0,0
1376,1004,Shirts,1129,1,1,1
1379,1016,Jeans,1899,1,0,0
1386,1025,Trousers,1599,1,0,0
1389,1034,Tshirts,1129,1,0,0
1390,1039,Footwear,2499,1,0,0
1391,1030,Tshirts,899,1,1,0
1393,1026,Trousers,1499,1,1,1
1396,1014,Jeans,1689,1,0,0
1397,1020,Cargo,1899,1,0,0
1399,1004,Shirts,1129,1,0,0
1400,1003,Shirts,1219,1,0,0
1401,1032,Tshirts,999,1,0,0
1403,1021,Cargo,2199,1,1,0
1404,1034,Tshirts,1129,1,0,0
1406,1025,Trousers,1599,1,0,0
1408,1036,Hoodies,1999,1,0,0
1410,1017,Jeans,1599,1,1,0
1412,1011,Jeans,1299,1,1,0
1414,1025,Trousers,1599,1,0,0
1415,1005,Shirts,979,1,0,0
1421,1012,Jeans,1689,1,0,0
1430,1038,Hoodies,2199,1,0,0
1433,1021,Cargo,2199,1,0,0
1436,1004,Shirts,1129,1,0,0
1438,1008,Shirts,1409,1,0,0
1441,1011,Jeans,1299,1,0,0
1445,1032,Tshirts,999,1,0,0
1447,1030,Tshirts,899,1,0,0
1450,1032,Tshirts,999,1,0,0
1454,1006,Shirts,999,1,0,0
1455,1024,Cargo,1799,1,0,0
1458,1038,Hoodies,2199,1,1,0
1459,1032,Tshirts,999,1,0,0
1460,1039,Footwear,2499,1,0,0
1463,1031,Tshirts,699,1,0,0
1466,1039,Footwear,2499,1,0,0
1469,1033,Tshirts,1099,1,0,0
1473,1016,Jeans,1899,1,0,0
1478,1011,Jeans,1299,1,1,0
1481,1006,Shirts,999,1,0,0
1482,1008,Shirts,1409,1,0,0
1486,1016,Jeans,1899,1,0,0
1490,1032,Tshirts,999,1,0,0
1491,1036,Hoodies,1999,1,0,0
1493,1035,Hoodies,2299,1,0,0
1494,1013,Jeans,1399,1,1,0
1495,1026,Trousers,1499,1,0,0
1496,1018,Jeans,1799,1,0,0
1499,1011,Jeans,1299,1,0,0
1500,1024,Cargo,1799,1,0,0
1501,1015,Jeans,1699,1,0,0
1505,1038,Hoodies,2199,1,0,0
1507,1007,Shirts,999,1,0,0
1509,1032,Tshirts,999,1,0,0
1510,1035,Hoodies,2299,1,0,0
1511,1013,Jeans,1399,1,0,0
1512,1037,Hoodies,2499,1,0,0
1514,1006,Shirts,999,1,0,0
1519,1036,Hoodies,1999,1,0,0
1520,1019,Cargo,1999,1,0,0
1521,1029,Tshirts,799,1,0,0
1522,1018,Jeans,1799,1,0,0
1523,1017,Jeans,1599,1,1,0
1524,1011,Jeans,1299,1,0,0
1532,1010,Shirts,1499,1,1,0
1540,1035,Hoodies,2299,1,0,0
1547,1013,Jeans,1399,1,0,0
1548,1037,Hoodies,2499,1,0,0
1550,1016,Jeans,1899,1,0,0
1551,1032,Tshirts,999,1,0,0
1552,1014,Jeans,1689,1,0,0
1556,1034,Tshirts,1129,1,0,0
1557,1006,Shirts,999,1,0,0
1564,1030,Tshirts,899,1,0,0
1566,1028,Trousers,1399,1,0,0
1568,1019,Cargo,1999,1,1,1
1570,1018,Jeans,1799,1,0,0
1571,1022,Cargo,2299,1,0,0
1572,1002,Shirts,719,1,0,0
1573,1039,Footwear,2499,1,1,0
1574,1027,Trousers,1699,1,0,0
1575,1038,Hoodies,2199,1,0,0
1577,1003,Shirts,1219,1,1,1
1581,1019,Cargo,1999,1,0,0
1584,1002,Shirts,719,1,0,0
1585,1022,Cargo,2299,1,0,0
1586,1021,Cargo,2199,1,0,0
1589,1025,Trousers,1599,1,0,0
1598,1034,Tshirts,1129,1,0,0
1599,1010,Shirts,1499,1,0,0
1600,1030,Tshirts,899,1,0,0
1602,1033,Tshirts,1099,1,1,1
1605,1024,Cargo,1799,1,0,0
1606,1012,Jeans,1689,1,0,0
1609,1006,Shirts,999,1,0,0
1610,1033,Tshirts,1099,1,0,0
1612,1024,Cargo,1799,1,0,0
1613,1032,Tshirts,999,1,0,0
1614,1015,Jeans,1699,1,1,0
1615,1003,Shirts,1219,1,0,0
1618,1026,Trousers,1499,1,0,0
1619,1015,Jeans,1699,1,0,0
1626,1037,Hoodies,2499,1,0,0
1627,1026,Trousers,1499,1,0,0
1628,1011,Jeans,1299,1,0,0
1631,1035,Hoodies,2299,1,0,0
1634,1010,Shirts,1499,1,0,0
1635,1036,Hoodies,1999,1,1,1
1638,1024,Cargo,1799,1,0,0
1644,1021,Cargo,2199,1,0,0
1645,1032,Tshirts,999,1,0,0
1646,1003,Shirts,1219,1,0,0
1647,1036,Hoodies,1999,1,0,0
